response_id,task,duration,offer,outcome,price,rtb,social_proof,answer
R_3kmLaLIFJcMVLbn,6,12 months,improve your sleep sustainably,empowering you to take back your sleep habits,$30/month,a program created just for you,professional athletes,1
R_3kmLaLIFJcMVLbn,7,12 months,help you lead a better life,breaking bad habits and creating new routines,$30/month,the support of a community of people just like you,leading researchers,1
R_3kmLaLIFJcMVLbn,8,6 months,improve your sleep sustainably,breaking bad habits and creating new routines,$20/month,daily text messages from a coach,a method that has helped thousands,1
R_3kmLaLIFJcMVLbn,9,3 months,improve your sleep sustainably,breaking bad habits and creating new routines,$40/month,"personalized, human coaching",scientific evidence,1
R_3KN7hgjCyhiqZYA,1,3 months,improve your sleep sustainably,changing your sleep mindset,$30/month,"personalized, human coaching",scientific evidence,3
R_3KN7hgjCyhiqZYA,10,3 months,improve your health for the long-run,breaking bad habits and creating new routines,$20/month,"personalized, human coaching",scientific evidence,3
R_3KN7hgjCyhiqZYA,11,3 months,help you lead a better life,empowering you to take back your sleep habits,$30/month,the support of a community of people just like you,professional athletes,1
R_3KN7hgjCyhiqZYA,12,12 months,improve your health for the long-run,changing your sleep mindset,$40/month,cognitive behavioral therapy,leading researchers,2
R_3KN7hgjCyhiqZYA,2,12 months,improve your health for the long-run,breaking bad habits and creating new routines,$30/month,a program created just for you,leading researchers,2
R_3KN7hgjCyhiqZYA,3,3 months,help you sleep without more pills,changing your sleep mindset,$20/month,"personalized, human coaching",leading researchers,3
R_3KN7hgjCyhiqZYA,4,6 months,help you lead a better life,changing your sleep mindset,$40/month,"unique daily games, challenges and exercises",a method that has helped thousands,1
R_3KN7hgjCyhiqZYA,5,6 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$40/month,cognitive behavioral therapy,professional athletes,2
R_3KN7hgjCyhiqZYA,6,3 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$20/month,a program created just for you,leading researchers,3
R_3KN7hgjCyhiqZYA,7,6 months,improve your health for the long-run,breaking bad habits and creating new routines,$20/month,"personalized, human coaching",scientific evidence,3
R_3KN7hgjCyhiqZYA,8,6 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$40/month,"personalized, human coaching",a method that has helped thousands,2
R_3KN7hgjCyhiqZYA,9,3 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$40/month,"unique daily games, challenges and exercises",scientific evidence,2
R_3kpRDrOhZ6MyJ9z,1,6 months,improve your sleep sustainably,empowering you to take back your sleep habits,$40/month,cognitive behavioral therapy,a method that has helped thousands,2
R_3kpRDrOhZ6MyJ9z,10,6 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$30/month,a program created just for you,scientific evidence,1
R_3kpRDrOhZ6MyJ9z,11,6 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$20/month,"personalized, human coaching",a method that has helped thousands,3
R_3kpRDrOhZ6MyJ9z,12,3 months,improve your sleep sustainably,empowering you to take back your sleep habits,$40/month,the support of a community of people just like you,professional athletes,3
R_3kpRDrOhZ6MyJ9z,2,6 months,help you lead a better life,changing your sleep mindset,$20/month,a program created just for you,leading researchers,3
R_3kpRDrOhZ6MyJ9z,3,12 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$40/month,a program created just for you,scientific evidence,2
R_3kpRDrOhZ6MyJ9z,4,6 months,improve your health for the long-run,breaking bad habits and creating new routines,$40/month,a program created just for you,leading researchers,1
R_3kpRDrOhZ6MyJ9z,5,12 months,improve your health for the long-run,changing your sleep mindset,$20/month,"unique daily games, challenges and exercises",a method that has helped thousands,3
R_3kpRDrOhZ6MyJ9z,6,12 months,improve your sleep sustainably,changing your sleep mindset,$20/month,the support of a community of people just like you,scientific evidence,3
R_3kpRDrOhZ6MyJ9z,7,12 months,help you sleep without more pills,changing your sleep mindset,$40/month,the support of a community of people just like you,scientific evidence,1
R_3kpRDrOhZ6MyJ9z,8,3 months,improve your health for the long-run,changing your sleep mindset,$20/month,"personalized, human coaching",scientific evidence,3
R_3kpRDrOhZ6MyJ9z,9,3 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$30/month,daily text messages from a coach,professional athletes,1
R_3KvddGPVl4v0y23,1,3 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$40/month,"personalized, human coaching",professional athletes,1
R_3KvddGPVl4v0y23,10,6 months,help you sleep without more pills,breaking bad habits and creating new routines,$40/month,cognitive behavioral therapy,professional athletes,1
R_3KvddGPVl4v0y23,11,3 months,improve your health for the long-run,empowering you to take back your sleep habits,$30/month,daily text messages from a coach,a method that has helped thousands,1
R_3KvddGPVl4v0y23,12,3 months,help you lead a better life,changing your sleep mindset,$30/month,"unique daily games, challenges and exercises",professional athletes,1
R_3KvddGPVl4v0y23,2,3 months,help you lead a better life,breaking bad habits and creating new routines,$20/month,a program created just for you,professional athletes,1
R_3KvddGPVl4v0y23,3,12 months,help you sleep without more pills,breaking bad habits and creating new routines,$40/month,"personalized, human coaching",a method that has helped thousands,1
R_3KvddGPVl4v0y23,4,6 months,improve your health for the long-run,breaking bad habits and creating new routines,$40/month,"unique daily games, challenges and exercises",professional athletes,1
R_3KvddGPVl4v0y23,5,6 months,improve your sleep sustainably,empowering you to take back your sleep habits,$30/month,cognitive behavioral therapy,a method that has helped thousands,1
R_3KvddGPVl4v0y23,6,3 months,improve your health for the long-run,empowering you to take back your sleep habits,$30/month,"personalized, human coaching",a method that has helped thousands,1
R_3KvddGPVl4v0y23,7,12 months,help you sleep without more pills,empowering you to take back your sleep habits,$20/month,the support of a community of people just like you,scientific evidence,1
R_3KvddGPVl4v0y23,8,12 months,help you sleep without more pills,changing your sleep mindset,$30/month,cognitive behavioral therapy,scientific evidence,1
R_3KvddGPVl4v0y23,9,3 months,help you sleep without more pills,empowering you to take back your sleep habits,$40/month,"unique daily games, challenges and exercises",a method that has helped thousands,1
R_3KwErnsMZwHvjej,1,3 months,help you sleep without more pills,empowering you to take back your sleep habits,$20/month,the support of a community of people just like you,a method that has helped thousands,4
R_3KwErnsMZwHvjej,10,12 months,help you lead a better life,changing your sleep mindset,$30/month,"unique daily games, challenges and exercises",scientific evidence,4
R_3KwErnsMZwHvjej,11,6 months,help you sleep without more pills,empowering you to take back your sleep habits,$40/month,a program created just for you,professional athletes,3
R_3KwErnsMZwHvjej,12,3 months,improve your sleep sustainably,breaking bad habits and creating new routines,$40/month,the support of a community of people just like you,scientific evidence,4
R_3KwErnsMZwHvjej,2,3 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$40/month,daily text messages from a coach,scientific evidence,4
R_3KwErnsMZwHvjej,3,3 months,improve your health for the long-run,changing your sleep mindset,$40/month,a program created just for you,leading researchers,4
R_3KwErnsMZwHvjej,4,6 months,improve your health for the long-run,breaking bad habits and creating new routines,$20/month,a program created just for you,a method that has helped thousands,4
R_3KwErnsMZwHvjej,5,3 months,help you lead a better life,empowering you to take back your sleep habits,$20/month,"unique daily games, challenges and exercises",leading researchers,4
R_3KwErnsMZwHvjej,6,12 months,help you lead a better life,changing your sleep mindset,$20/month,"unique daily games, challenges and exercises",a method that has helped thousands,4
R_3KwErnsMZwHvjej,7,6 months,help you sleep without more pills,changing your sleep mindset,$20/month,daily text messages from a coach,leading researchers,4
R_3KwErnsMZwHvjej,8,3 months,improve your health for the long-run,breaking bad habits and creating new routines,$40/month,"personalized, human coaching",a method that has helped thousands,4
R_3KwErnsMZwHvjej,9,12 months,improve your sleep sustainably,breaking bad habits and creating new routines,$40/month,cognitive behavioral therapy,a method that has helped thousands,3
R_3kzSld8yZYgPRPa,1,3 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$20/month,the support of a community of people just like you,scientific evidence,1
R_3kzSld8yZYgPRPa,10,6 months,improve your health for the long-run,breaking bad habits and creating new routines,$20/month,"unique daily games, challenges and exercises",a method that has helped thousands,1
R_3kzSld8yZYgPRPa,11,3 months,improve your health for the long-run,changing your sleep mindset,$20/month,"personalized, human coaching",a method that has helped thousands,1
R_3kzSld8yZYgPRPa,12,3 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$40/month,a program created just for you,a method that has helped thousands,1
R_3kzSld8yZYgPRPa,2,12 months,improve your sleep sustainably,changing your sleep mindset,$40/month,"personalized, human coaching",a method that has helped thousands,1
R_3kzSld8yZYgPRPa,3,6 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$20/month,the support of a community of people just like you,a method that has helped thousands,1
